Subject Code*,Title*,Course Description*,Credit Hours*,Class Notes*,Registration Restrictions*,Degree Plans*,Skills Learned*,,,,,
CSPB-4900*,"Upper Division, Undergraduate Level Independent Study*",Provides opportunities for independent study at the upper-division undergraduate level. Students work on a small research problem or tutor lower-division computer science students. Department consent required. Repeatable: Repeatable for up to 3.0 total credit hours. *,1-3*,(CSAP 13-wk SP25) 902: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*,Requisites: Requires prerequisite course of CSPB 1300 or CSCI 1300 (minimum grade C-).*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3287*,Design and Analysis of Database Systems*,"Introduces the fundamental concepts of database requirements analysis, database design, and database implementation with emphasis on the relational model and the SQL programming language. Introduces the concepts of Big Data and NoSQL systems. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3287 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite course of CSCI 2270 or CSCI 2275 or CSPB 2270 (minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-4622*,Machine Learning*,"Introduces students to tools, methods, and theory to construct predictive and inferential models that learn from data. Focuses on supervised machine learning techniques including practical and theoretical understanding of the most widely used algorithms (decision trees, support vector machines, ensemble methods, and neural networks). Emphasizes both efficient implementation of algorithms and understanding of mathematical foundations. Equivalent - Duplicate Degree Credit Not Granted: CSCI 4622 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*","Requisites: Prereqs: (CSCI/CSPB2270 or CSCI2275)(1 of APPM3310,CSCI/CSPB2820,MATH2130/2135)(1 of CSCI2824,CSPB2824,ECEN2703,APPM3170,MATH2001)(1 of APPM3570,CSCI/CSPB3022,CVEN3227,ECEN3810,ECON3818,MATH3510,MCEN3047,STAT3100/4000)(all min C-). CSAP students only.*",Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3022*,Introduction to Data Science with Probability and Statistics*,"Introduces students to the tools, methods and theory behind extracting insights from data. Covers algorithms of cleaning and munging data, probability theory and common distributions, statistical simulation, drawing inferences from data, and basic statistical modeling. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3022 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prereq or coreq of (ASEN 1320 or CSCI 1300 or CSPB 1300 or ECEN 1310) (APPM 3170 or CSCI 2824 or CSPB 2824 or ECEN 2703 or MATH 2001) (min grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) onl*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3302*,Introduction to Robotics*,"Introduces students to fundamental concepts in autonomous robotics: mechanisms, locomotion, kinematics, control, perception and planning. Consists of lectures and lab sessions that are geared toward developing a complete navigation stack on a miniature mobile robotic platform. Equivalent - Duplicate Degree Credit Not Granted: ECEN 3303 and CSCI 3302 *",3*,None available (FA24-FA26)*,Requisites: Requires prereqs of (CSCI 2270 or CSPB 2270 or CSCI 2275) (APPM 3170 or CSCI 2824 or CSPB 2824 or ECEN 2703 or MATH 2001) (CSCI 2820 or CSPB 2820)(all min grade C-). Restricted to students in the Applied Computer Science Post-bac program(CSAP) only*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3403*,Introduction to Cybersecurity for a Converged World*,"Introduces core concepts in cybersecurity including confidentiality, integrity, authentication, risk management, and adversarial thinking. The concepts will be applied to both traditional information technology (IT) systems and cyber physical systems (CPS). At the conclusion of the course students should have a solid foundation in cybersecurity and hands-on experience. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3403 *",4*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite course of CSCI 2400 or ECEN 2360 or ECEN 3350 (minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3702*,Cognitive Science*,"Introduces cognitive science, drawing from psychology, philosophy, artificial intelligence, neuroscience, and linguistics. Studies the linguistic relativity hypothesis, consciousness, categorization, linguistic rules, the mind-body problem, nature versus nurture, conceptual structure and metaphor, logic/problem solving and judgment. Emphasizes the nature, implications and limitations of the computational model of mind. Equivalent - Duplicate Degree Credit Not Granted: INFO 3702 and LING 3005 and PHIL 3310 and PSYC 3005 and SLHS 3003 and CSCI 3702 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite or corequiste of ASEN 1320 or CSCI 1300 or CSCI 2275 or CSPB 1300 or ECEN 1310 (minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only. Recommended: Prerequisites LING 2000 or PHIL 2440 or PSYC 2145.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-4502*,Data Mining*,"Introduces basic data mining concepts and techniques for discovering interesting patterns hidden in large-scale data sets, focusing on issues relating to effectiveness and efficiency. Topics covered include data preprocessing, data warehouse, association, classification, clustering, and mining specific data types such as time-series, social networks, multimedia, and Web data. Equivalent - Duplicate Degree Credit Not Granted: CSCI 5502 and CSCI 4502 *",3*,"(SU26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course. 750: This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. 751: This section is available only to degree students who are not in the Applied Computer Science Post-Baccalaureate Program. Tuition for this section is at least $1,047.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite course of CSPB 2270 or CSCI 2270 or CSCI 2275 (minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3832*,Natural Language Processing*,"Explores the theoretical and practical issues that arise in getting computers to perform useful and interesting tasks with human languages. Topics include information extraction, dialog systems and machine translation. Focus is on the use of language data and machine learning algorithms to build robust systems. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3832 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite courses of (CSPB 2270 or CSCI 2270 or CSCI 2275) and (CSPB 2824 or CSCI 2824 or MATH 2001 or ECEN 2703 or APPM 3170) (all minimum grade C-). Restricted to students in the Applied Computer Science Post-bacc program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3010*,Intensive Programming Workshop*,"Explores concepts and techniques for design and construction of larger, reliable, and maintainable software systems in the context of object-oriented programming. Covers various topics including: object-oriented programming paradigms, scope, inheritance, program structure and design, practical use of version control, working with established code bases, and building graphical user interfaces. Emphasizes coding individually and in pairs and includes in class lab work, smaller coding assignments, and multiple weeks-long projects. Not intended for students in their final year of the Computer Science BA or BS degree. Formerly offered as a special topics course. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3010 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires a prereq course of (CSCI 2270 or CSCI 2275) and a prerequisite or co-requisite course of CSCI 3308 or CSPB 3308 (all minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-4830*,Special Topics in Applied Computer Science*,Covers topics of interest in applied computer science at the undergraduate level. Content varies from semester to semester. Repeatable: Repeatable for up to 9.0 total credit hours. Allows multiple enrollment in term. *,1-4*,Depends on section*,Requisites: Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3112*,Professional Development in Computer Science*,"Supports students in developing professional skills and practices in computing, including: preparing for technical and behavioral interviews, professional networking, mastering new technologies not addressed in the curriculum, presenting work, the role of graduate study, and exploring career and research directions. Repeatable: Repeatable for up to 2.0 total credit hours. *",1*,(FA26): 800C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.*,Requisites: Requires prerequisite course of CSPB 2270 or CSCI 2270 or CSCI 2275 (minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-1000*,Computer Science as a Field of Work and Study*,"Introduces curriculum, learning techniques, time management and career opportunities in Computer Science. Includes presentations from alumni and others with relevant educational and professional experience. Equivalent - Duplicate Degree Credit Not Granted: CSCI 1000 *",1*,None available (FA24-FA26)*,Requisites: Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-3753*,Design and Analysis of Operating Systems*,"Analyzes the software that extends hardware to provide a computing environment, including the role of linkers, file systems, resource sharing, security and networking. Studies the history of operating system organization and design and their influence on security, functionality and reliability. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3753 *",4*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite courses of (CSCI 2270 or CSPB 2270 or CSCI 2275) and (CSCI 2400 or CSPB 2400 or ECEN 3350) (all minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements. Grad admissions requirements: CS PhD/MSCS/MSCPS - Software requirement*,Not Available*,,,,,
CSPB-2820*,Linear Algebra with Computer Science Applications*,"Introduces the fundamentals of linear algebra in the context of computer science applications. Includes vector spaces, matrices, linear systems, and eigenvalues. Includes the basics of floating point computation and numerical linear algebra. Equivalent - Duplicate Degree Credit Not Granted: CSCI 2820 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. Students must select letter grade option to receive credit for this course. See course syllabus for more information. 750: This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite courses of CSPB 2824 or CSCI 2824 or APPM 1345 or APPM 1350 or MATH 1300 or MATH 1310 (all minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Elective. Ineligible to count towards CS graduate degree requirements. Grad course prerequisite: can satisfy CSCI 5622 prerequisite with a 'B' or higher*,Not Available*,,,,,
CSPB-2824*,Discrete Structures*,"Covers foundational materials for computer science that is often assumed in advanced courses. Topics include set theory, Boolean algebra, functions and relations, graphs, propositional and predicate calculus, proofs, mathematical induction, recurrence relations, combinatorics, discrete probability. Focuses on examples based on diverse applications of computer science. Equivalent - Duplicate Degree Credit Not Granted: CSCI 2824 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. Students must select letter grade option to receive credit for this course. See course syllabus for more information. 750: This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite or corequisite course of ASEN 1320 or CSCI 1300 or CSPB 1300 or ECEN 1310 (all minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Required. Ineligible to count towards CS graduate degree requirements.*,Not Available*,,,,,
CSPB-2400*,Computer Systems*,"Covers how programs are represented and executed by modern computers, including low-level machine representations of programs and data, an understanding of how computer components and the memory hierarchy influence performance. Equivalent - Duplicate Degree Credit Not Granted: CSCI 2400*",4*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. Students must select letter grade option to receive credit for this course. See course syllabus for more information. 750: This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires (corequisite course of CSCI 2275) or (prerequisite of CSPB 2270 or CSCI 2270) (all minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Required. Ineligible to count towards CS graduate degree requirements. Grad admissions requirements: CS PhD/MSCS/MSCPS - Hardware requirement; MSAI - Systems requirement. Grad course prerequisite: can satisfy CSCI 5313  prerequisite #2 with a 'C' or higher*,Not Available*,,,,,
CSPB-3155*,Principles of Programming Languages*,"Studies principles governing the design and analysis of programming languages and their underlying execution models. Explores values, scoping, recursion, higher-order functions, type systems, control structures, and objects. Introduces formal semantics as a framework for understanding programming features. Introduces advanced programming concepts such as functional programming, higher-order functions, immutable values and structures, inductive types, functors, continuation-passing; and object-oriented programming using inheritance, generics and covariance/contravariance in a functional programming language such as Scala. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3155 *",4*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite courses of (CSCI 2270 or CSPB 2270 or CSCI 2275) and (APPM 3170 or CSCI 2824 or CSPB 2824 or ECEN 2703 or MATH 2001) (all min grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Required. Ineligible to count towards CS graduate degree requirements. Grad admissions requirements: CS PhD/MSCS/MSCPS - Software requirement*,Not Available*,,,,,
CSPB-2270*,Computer Science 2: Data Structures*,"Studies data abstractions (e.g., stacks, queues, lists, trees, graphs, heaps, hash tables, priority queues) and their representation techniques (e.g., linking, arrays). Introduces concepts used in algorithm design and analysis including criteria for selecting data structures to fit their applications. Equivalent - Duplicate Degree Credit Not Granted: CSCI 2275 CSCI 2270 *",4*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. Students must select letter grade option to receive credit for this course. See course syllabus for more information. 750: This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prerequisite course of (ASEN 1320 minimum grade B-) or (CSCI 1300 or CSCI 1310 or CSPB 1300 or ECEN 1310 (minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only. Recommended: Knowledge of C++ is highly recommended.*,Post-Bacc: Required. Ineligible to count towards CS graduate degree requirements. Grad admissions requirements: CS PhD/MSCS/MSCPS - Theory requirement (#1). Grad course prerequisite: can satisfy CSCI 5313  prerequisite #1 with a 'C' or higher*,Not Available*,,,,,
CSPB-3104*,Algorithms*,"Covers the fundamentals of algorithms and various algorithmic strategies, including time and space complexity, sorting algorithms, recurrence relations, divide and conquer algorithms, greedy algorithms, dynamic programming, linear programming, graph algorithms, problems in P and NP, and approximation algorithms. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3104 *",4*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires prereq course (APPM 3170 or CSCI 2824 or CSPB 2824 or ECEN 2703 or MATH 2001) prereq or coreq course of (CSCI 2270 or CSPB 2270) (all min grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only*,Post-Bacc: Required. Ineligible to count towards CS graduate degree requirements. Grad admissions requirements: CS PhD/MSCS/MSCPS - Theory requirement (#2)*,Not Available*,,,,,
CSPB-1300*,Computer Science 1: Starting Computing*,Teaches techniques for writing computer programs in higher level programming languages to solve problems of interest in a range of application domains. Appropriate for students with little to no experience in computing or programming. Equivalent - Duplicate Degree Credit Not Granted: ECEN 1310 CSCI 1300*,4*,(CSAP 13-wk FA26) 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course. 750: This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1047.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. -- This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*,Requisites: Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Required. Ineligible to count towards CS graduate degree requirements. Grad admissions requirements: MSAI - Programming requirement *,Not Available*,,,,,
CSPB-3308*,Software Development Methods and Tools*,"Covers tools and techniques for successful software development with a strong focus on best practices used in industry. Students work in small teams to complete a semester-long application development project. Students learn front-end design and construction using HTML & CSS, back-end database design and construction, and full-stack integration. Students gain exposure to agile methodologies, web services, distributed version control, requirements definition, automated integration testing, and cloud-based application deployment. Equivalent - Duplicate Degree Credit Not Granted: CSCI 3308 *",3*,"(FA26): 001C: This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information. Students must select letter grade option to receive credit for this course.This section is available only to NONDEGREE students. Nondegree students should contact cspbonline@colorado.edu for approval to enroll. Tuition for this section is at least $1,078.00 per credit hour regardless of residency classification or undergraduate/graduate level. This class is NOT COF eligible. This class will be taught online and delivered asynchronously which means there are not scheduled days and times. Instructor may determine pacing and deadlines for coursework completion. See course syllabus for more information.*",Requisites: Requires (prerequisite or corequisite course of CSCI 2275) or (prerequisite of CSPB 2270 or CSCI 2270) (all minimum grade C-). Restricted to students in the Applied Computer Science Post-baccalaureate program (CSAP) only.*,Post-Bacc: Required. Ineligible to count towards CS graduate degree requirements. Grad admissions requirements: MSAI - Systems Requirement*,Not Available*,,,,,
APPM-5720*,Open Topics in Applied Mathematics*,"Provides a vehicle for the development and presentation of new topics that may be incorporated into the core courses in applied mathematics. Department enforced prerequisite: variable, depending on the topic, see instructor. Equivalent - Duplicate Degree Credit Not Granted: APPM 4720. Repeatable: Repeatable for up to 6.0 total credit hours. Allows multiple enrollment in term.*",1-3*,Use Search by Special Topics section for details*,Use Search by Special Topics section for details*,Use Search by Special Topics section for details. Convex Optimization is approed for AINT-MSAI Depth*,Not Available*,,,,,
ECEN-5672*,Digital Image Processing*,"Provides a hands-on experience of image processing ranging from image formation, basic Fourier theory in multiple dimensions, machine learning theory as applied to image processing ranging from perceptions through transformers and LLM,s with applications, image denoising, image quality prediction, 3D-ranging by stereo, visual neuroscience of pictures and picture statistics. Homeworks are hands on applications of learned methods to real image processing tasks, and there is a semester-long project expected of each student or student team. Equivalent - Duplicate Degree Credit Not Granted: ECEN 4672 *",3*,"(FA26): If you need permission to enroll due to a course prerequisite or other enrollment error code, please fill out our ECEE Graduate-Level Course Request Form: https://forms.gle/UpFTXq2EDgCNA7X78. This class will have its last meeting day on Friday, Dec. 4, 2026.*","Recommended: Prerequisite of ECEN 3810, Introduction to Probability Theory.*",CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective; NTEN-MSNE: Elective;  AINT-MSAI: Depth*,Not Available*,,,,,
CSCI-7100*,Topics in Computer Science Research*,Learn about and participate in innovative research in computer science through reading papers and working on research projects.Repeatable: Repeatable for up to 18.0 total credit hours. Allows multiple enrollment in term.*,3*,Use Search by Special Topics section for details*,Use Search by Special Topics section for details*,Use Search by Special Topics section for details*,Not Available*,,,,,
CSCI-7000*,Current Topics in Computer Science*,Covers research topics of current interest in computer science that do not fall into a standard subarea. *,1-4*,Use Search by Special Topics section for details*,Use Search by Special Topics section for details*,"Use Search by Special Topics section for details ; AINT-MSAI: Elective [3-4hr], Not Applicable [1-2hr]*",Not Available*,,,,,
CSCI-6502*,"Big Data Analytics: Systems, Algorithms, and Applications*","This course studies state-of-the-art practice and research on efficient and effective systems and algorithms design for managing and exploring massive amounts of digital data in various application domains. The course takes an integrated approach that studies all three aspects of big data analytics: systems, algorithms, and applications. Specifically, this course covers big data systems for MapReduce, NoSQL, stream processing, deep learning, mobile/wearable/IoT sensing, as well as practical use of indexing, sketching, recommendation, graph, and deep learning algorithms. Domain-specific data management and analysis, such as those in online social networks, scientific discovery, business intelligence, health informatics, urban computing, are also covered.*",3*,"(SP25) Student may be dropped from course for non-attendance. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date.*",Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, DSE Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*","MapReduce, NoSQL, stream processing, mobile/wearable/IoT sensing, indexing, sketching, recommendation, graph algorithms, deep learning platforms and algorithms, BDA applications.*",,,,,
CSCI-5673*,Distributed Systems*,"Examines systems that span multiple autonomous computers. Topics include system structuring techniques, scalability, heterogeneity, fault tolerance, load sharing, distributed file and information systems, naming, directory services, resource discovery, resource and network management, security, privacy, ethics and social issues. Equivalent - Duplicate Degree Credit Not Granted: ECEN 5673 *",3*,(SP26) None*,Restricted to graduate students only. Recommended: Prerequisite CSCI 5573 or a course in computer networks.*,"CSEN-PhD: Bin 3, Depth; CSEN-MS: Bin 3, Elective; CSEN-MSCPS: Bin 3, Elective, AIG Subplan, SSC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Depth*","logical clocks, vector clocks, clock synchronization, NTP, SNTP, XML RPC, gRPC, distributed consensus, atomic broadcast, group communication, Paxos, Raft, CAP theorem, GFS, Map Reduce, Hadoop, Spark, Storm, Chubby, BigTable, ZooKeeper, peer to peer, Bit Torrent, Darknet, Distributed Tables, Cassandra, Distributed Hash Tables, Haystack, Dynamo*",,,,,
